Instances,Source,Push0_Max,Push_max,PAR_Max,PAR0_Max,P2R_Max,P2R0_Max,Pseudo_Max,algo_Push,algo_PAR,algo_P2R,algo_Pseudo,x_PushROC,x_PARROC,x_P2RROC,x_PseudoROC,feature_Nodes,feature_Arcs,feature_Density,feature_CapDens,feature_AvNdDgr,feature_TrivialEtraFlw,feature_PrcNetPotPth,feature_EstMinPrcDepFlw,feature_PerBdCap,feature_PerGdCap,feature_StDAC,feature_OutlMxCap,feature_OutlMnCap,feature_CapAvNddg,feature_RlCapAvNddg,feature_RlPotNetExcess,feature_AVRlPotNetExcess
Netgen_n1000_d0.80_c10000_3,Netgen,4416795,4416795,4416795,4416795,4416795,4416795,4416795,0.07,0.02,0.02,0.005,6367,3863,3925,3605,1000,799200,0.8,4384.1455,799.2,987936,0.001236,810.558,0.54769,0.45231,13973.2695,71.4836,0.000182,4384145.479,11.1914,116231.0813,116.3474
Netgen_n1000_d0.80_c10000_4,Netgen,4434695,4434695,4434695,4434695,4434695,4434695,4434695,0.07,0.02,0.02,0.006,6606,3991,4024,3641,1000,799200,0.8,4490.8874,799.2,1036519,0.001221,820.2036,0.5619,0.4381,17735.0235,89.0693,0.000178,4490887.411,8.9818,114675.3983,114.7902
Netgen_n1000_d0.80_c10000_5,Netgen,4318664,4318664,4318664,4318664,4318664,4318664,4318664,0.07,0.02,0.02,0.003,6310,3896,3600,2402,1000,799200,0.8,4495.0616,799.2,1166639,0.001223,818.8573,0.56115,0.43885,17734.7267,88.9865,0.000178,4495061.633,8.9901,114042.3815,114.1565
Netgen_n1000_d0.80_c100000_1,Netgen,41758136,41758136,41758136,41758136,41758136,41758136,41758136,0.08,0.01,0.02,0.004,6024,3574,3392,1636,1000,799200,0.8,40496.388,799.2,10161421,0.001285,779.3966,0.50508,0.49492,33363.1368,10.3347,2.00E-05,40496387.98,77.4088,125815.4107,125.9414
Netgen_n1000_d0.80_c100000_2,Netgen,39623691,39623691,39623691,39623691,39623691,39623691,39623691,0.07,0.02,0.01,0.005,4663,3695,3531,1795,1000,799200,0.8,40495.9817,799.2,3831706,0.001075,808.8327,0.50568,0.49432,33881.8974,10.9338,2.00E-05,40495981.69,73.1677,125377.593,125.5031
Netgen_n1000_d0.80_c100000_3,Netgen,2725773,2725773,2725773,2725773,2725773,2725773,2725773,0.01,0,0,0,227,210,196,80,1000,799200,0.8,40496.2596,799.2,0,6.70E-05,683.4521,0.50564,0.49436,33554.3505,10.5361,2.00E-05,40496259.57,75.9293,124429.1217,124.5537
Netgen_n1000_d0.80_c100000_4,Netgen,34345862,34345862,34345862,34345862,34345862,34345862,34345862,0.03,0.01,0.01,0,3303,3161,2946,1099,1000,799200,0.8,40473.8464,799.2,0,0.00085,831.5195,0.5046,0.4954,32945.1487,9.8829,2.00E-05,40473846.39,80.9477,126315.5939,126.442
Netgen_n1000_d0.80_c100000_5,Netgen,1778603,1778603,1778603,1778603,1778603,1778603,1778603,0.01,0,0,0,163,153,143,60,1000,799200,0.8,40187.0077,799.2,0,4.40E-05,677.8666,0.50127,0.49873,29473.2043,4.3847,2.00E-05,40187007.72,182.4509,127966.303,128.0944
Netgen_n1000_d0.80_c1000000_1,Netgen,346485234,346485234,346485234,346485234,346485234,346485234,346485234,0.03,0.01,0.01,0,3430,3263,3032,1219,1000,799200,0.8,399754.539,799.2,0,0.000868,804.8601,0.4998,0.5002,288458.6322,2.0012,2.00E-06,399754539,399.7545,129262.1484,129.3915
Netgen_n1000_d0.80_c1000000_2,Netgen,398760831,398760831,398760831,398760831,398760831,398760831,398760831,0.08,0.01,0.02,0.004,6386,3385,3290,1800,1000,799200,0.8,400023.8936,799.2,117554236,0.001294,774.1843,0.50103,0.49897,288271.5127,1.9999,2.00E-06,400023893.6,400.0239,128215.1993,128.3435
Netgen_n1000_d0.80_c1000000_3,Netgen,161667111,161667111,161667111,161667111,161667111,161667111,161667111,0.02,0.01,0.01,0,1582,1465,1383,514,1000,799200,0.8,399754.7914,799.2,0,0.000405,794.0567,0.49974,0.50026,288597.0194,2.0012,4.00E-06,399754791.4,399.7552,129805.6893,129.9356
Netgen_n1000_d0.80_c1000000_4,Netgen,398165618,398165618,398165618,398165618,398165618,398165618,398165618,0.08,0.01,0.02,0.004,6166,3351,3289,1743,1000,799200,0.8,399816.95,799.2,113379296,0.001282,780.9993,0.49966,0.50034,288422.4944,2.0009,2.00E-06,399816950,399.817,129280.9802,129.4104
Netgen_n1000_d0.80_c1000000_5,Netgen,420253254,420253254,420253254,420253254,420253254,420253254,420253254,0.07,0.02,0.01,0.003,5117,3670,3470,1826,1000,799200,0.8,400060.4803,799.2,62094836,0.001208,828.7782,0.50077,0.49923,288918.329,1.9997,4.00E-06,400060480.3,400.0605,127153.9374,127.2812
Netgen_n1000_d0.80_c10000000_1,Netgen,815274770,815274770,815274770,815274770,815274770,815274770,815274770,0.01,0,0,0,821,717,688,347,1000,799200,0.8,3989814.144,799.2,0,0.000205,788.065,0.50048,0.49952,2888742.028,2.0051,2.00E-06,3989814144,398.9818,125081.1825,125.2064
Netgen_n1000_d0.80_c10000000_2,Netgen,4001333951,4001333951,4001333951,4001333951,4001333951,4001333951,4001333951,0.07,0.01,0.01,0.003,4638,3833,3604,1864,1000,799200,0.8,3991912.685,799.2,297425794,0.001079,815.2941,0.49959,0.50041,2889041.639,2.0041,3.00E-06,3991912685,399.1914,127401.8811,127.5294
Netgen_n1000_d0.80_c10000000_3,Netgen,3967252964,3967252964,3967252964,3967252964,3967252964,3967252964,3967252964,0.07,0.01,0.01,0.005,4239,3849,3656,1844,1000,799200,0.8,3989833.131,799.2,138180548,0.001031,787.9907,0.50005,0.49995,2888303.751,2.0051,1.00E-06,3989833131,398.9834,126560.0801,126.6868
Netgen_n1000_d0.80_c10000000_4,Netgen,3437683453,3437683453,3437683453,3437683453,3437683453,3437683453,3437683453,0.03,0.01,0.01,0,3563,3297,3096,1426,1000,799200,0.8,3991204.737,799.2,0,0.000863,800.5134,0.50006,0.49994,2893147.559,2.0044,7.00E-06,3991204736,399.1208,126562.6314,126.6893
Netgen_n1000_d0.80_c10000000_5,Netgen,4129918281,4129918281,4129918281,4129918281,4129918281,4129918281,4129918281,0.08,0.01,0.02,0.004,6095,3593,3396,1852,1000,799200,0.8,3989320.987,799.2,962841228,0.00128,782.7427,0.50042,0.49958,2887845.901,2.0054,8.00E-06,3989320987,398.9327,124642.4256,124.7672
Netgen_n1000_d0.90_c1000_1,Netgen,179395,179395,179395,179395,179395,179395,179395,0.02,0.02,0.01,0,1568,1514,1396,465,1000,899100,0.9,491.6838,899.1,0,0.000365,762.175,0.54559,0.45441,1403.1039,76.3241,0.00183,491683.8138,11.7918,71261.0182,71.3324
Netgen_n1000_d0.90_c1000_2,Netgen,941690,941690,941690,941690,941690,941690,941690,0.15,0.03,0.04,0.01,20658,10548,8569,13232,1000,899100,0.9,950.1792,899.1,55577,0.001052,951.9343,0.99889,0.001112,16651.5551,473.5949,0.000947,950179.2452,1.9004,38170.7468,38.209
Netgen_n1000_d0.90_c1000_3,Netgen,539545,539545,539545,539545,539545,539545,539545,0.09,0.04,0.02,0.007,7276,4620,4564,3428,1000,899100,0.9,536.2828,899.1,58390,0.001117,896.0923,0.59438,0.40562,2872.8285,144.7548,0.001678,536282.7748,6.2174,67093.5503,67.1607
Netgen_n1000_d0.90_c1000_4,Netgen,602595,602595,602595,602595,602595,602595,602595,0.07,0.02,0.02,0.002,7295,5988,5428,4081,1000,899100,0.9,950.7453,899.1,0,0.000635,317.199,0.99889,0.001112,16651.5368,473.3129,0.000947,950745.3453,1.9015,37286.4901,37.3238
Netgen_n1000_d0.90_c1000_5,Netgen,909494,909494,909494,909494,909494,909494,909494,0.14,0.06,0.04,0.008,21324,10466,8181,13008,1000,899100,0.9,950.2377,899.1,89022,0.001053,950.802,0.99889,0.001112,16651.5549,473.5657,0.000947,950237.6507,1.9005,37004.1573,37.0412
Netgen_n1000_d0.90_c10000_1,Netgen,1345783,1345783,1345783,1345783,1345783,1345783,1345783,0.02,0.01,0.01,0,1215,1180,1146,317,1000,899100,0.9,4641.363,899.1,0,0.00029,879.6985,0.5158,0.4842,5611.1738,28.9701,0.000194,4641363.027,31.0665,76647.1616,76.7239
Netgen_n1000_d0.90_c10000_2,Netgen,3530694,3530694,3530694,3530694,3530694,3530694,3530694,0.03,0.01,0.01,0,3111,3031,2832,1007,1000,899100,0.9,4994.7424,899.1,0,0.000708,846.5315,0.55414,0.44586,16675.7561,89.6908,0.00018,4994742.384,10.0345,72676.5151,72.7493
Netgen_n1000_d0.90_c10000_3,Netgen,3194917,3194917,3194917,3194917,3194917,3194917,3194917,0.03,0.01,0.01,0,2727,2657,2531,841,1000,899100,0.9,4677.3603,899.1,0,0.000684,855.532,0.51998,0.48002,6597.2164,35.2129,0.000192,4677360.314,25.5588,76359.262,76.4357
Netgen_n1000_d0.90_c10000_4,Netgen,4638737,4638737,4638737,4638737,4638737,4638737,4638737,0.08,0.06,0.02,0.006,5077,4051,3703,2319,1000,899100,0.9,4666.447,899.1,480843,0.001099,910.6781,0.51756,0.48244,6155.7556,32.4382,0.000193,4666447.021,27.7451,75165.711,75.241
Netgen_n1000_d0.90_c10000_5,Netgen,3030367,3030367,3030367,3030367,3030367,3030367,3030367,0.03,0.01,0.01,0,2710,2575,2369,894,1000,899100,0.9,5004.7289,899.1,0,0.000606,846.0629,0.55534,0.44466,17028.4597,91.4441,0.00018,5004728.944,9.8421,72763.9829,72.8368
Netgen_n1000_d0.90_c100000_1,Netgen,45593610,45593610,45593610,45593610,45593610,45593610,45593610,0.08,0.02,0.02,0.004,4641,3945,3730,1595,1000,899100,0.9,45230.5362,899.1,3316153,0.001084,923.9512,0.50221,0.49779,29765.3903,5.3507,2.00E-05,45230536.2,168.2008,79511.1316,79.5907
Netgen_n1000_d0.90_c100000_2,Netgen,46959942,46959942,46959942,46959942,46959942,46959942,46959942,0.08,0.02,0.02,0.004,4933,3912,3705,1530,1000,899100,0.9,45636.4779,899.1,4788958,0.001136,881.0973,0.50625,0.49375,35982.4576,13.7118,2.00E-05,45636477.91,65.6371,77911.1498,77.9891
Netgen_n1000_d0.90_c100000_3,Netgen,44135507,44135507,44135507,44135507,44135507,44135507,44135507,0.08,0.02,0.02,0.007,5014,3899,3710,2193,1000,899100,0.9,45900.1394,899.1,4804930,0.001068,937.042,0.5097,0.4903,42198.0371,19.0951,2.00E-05,45900139.42,47.1326,78514.5858,78.5932
Netgen_n1000_d0.90_c100000_4,Netgen,45541942,45541942,45541942,45541942,45541942,45541942,45541942,0.08,0.02,0.02,0.004,5093,3837,3661,1576,1000,899100,0.9,45437.2699,899.1,5931364,0.001135,881.9481,0.50463,0.49537,32623.9602,10.0487,2.00E-05,45437269.86,89.5635,79713.8779,79.7937
Netgen_n1000_d0.90_c100000_5,Netgen,45461716,45461716,45461716,45461716,45461716,45461716,45461716,0.08,0.02,0.02,0.004,4929,3804,3699,1533,1000,899100,0.9,45077.8986,899.1,5068011,0.001123,891.3117,0.49928,0.50072,28882.9153,1.9965,2.00E-05,45077898.63,450.779,79748.6248,79.8285
Netgen_n1000_d0.90_c1000000_1,Netgen,460883570,460883570,460883570,460883570,460883570,460883570,460883570,0.08,0.02,0.02,0.004,5071,3889,3748,1728,1000,899100,0.9,449656.6509,899.1,44190425,0.001126,889.4855,0.50036,0.49964,288836.2259,2.0015,2.00E-06,449656650.9,449.6567,80084.2322,80.1644
Netgen_n1000_d0.90_c1000000_2,Netgen,50993736,50993736,50993736,50993736,50993736,50993736,50993736,0.01,0,0,0,440,438,411,103,1000,899100,0.9,449823.571,899.1,0,0.000113,926.3293,0.49952,0.50048,288651.3142,2.0008,2.00E-06,449823571,449.8236,79307.1321,79.3865
Netgen_n1000_d0.90_c1000000_3,Netgen,161260913,161260913,161260913,161260913,161260913,161260913,161260913,0.02,0.01,0.01,0,1447,1413,1337,452,1000,899100,0.9,449933.1674,899.1,0,0.000359,935.03,0.50037,0.49963,288658.4058,2.0003,2.00E-06,449933167.4,449.935,79723.9328,79.8037
Netgen_n1000_d0.90_c1000000_4,Netgen,461988004,461988004,461988004,461988004,461988004,461988004,461988004,0.03,0.01,0.02,0,4259,3995,3843,1456,1000,899100,0.9,449852.5235,899.1,0,0.001029,909.4357,0.50086,0.49914,288616.4481,2.0007,6.00E-06,449852523.5,449.8525,81410.8656,81.4924
Netgen_n1000_d0.90_c1000000_5,Netgen,12609491,12609491,12609491,12609491,12609491,12609491,12609491,0.01,0,0,0,115,109,113,32,1000,899100,0.9,449893.8566,899.1,0,2.80E-05,963.3616,0.49966,0.50034,288471.1464,2.0005,2.00E-06,449893856.6,449.8939,77399.7392,77.4772
Netgen_n1000_d0.90_c10000000_1,Netgen,4400350502,4400350502,4400350502,4400350502,4400350502,4400350502,4400350502,0.08,0.02,0.02,0.003,5144,3909,3775,1781,1000,899100,0.9,4494075.535,899.1,474165031,0.001087,921.1318,0.50001,0.49999,2888816.761,2.0026,3.00E-06,4494075535,449.4082,79471.1462,79.5507
Netgen_n1000_d0.90_c10000000_2,Netgen,3199125802,3199125802,3199125802,3199125802,3199125802,3199125802,3199125802,0.03,0.01,0.01,0,2994,2864,2643,1125,1000,899100,0.9,4488951.437,899.1,0,0.000714,925.3743,0.5003,0.4997,2887867.554,2.0049,2.00E-06,4488951437,448.8956,78882.3452,78.9613
Netgen_n1000_d0.90_c10000000_3,Netgen,4503064560,4503064560,4503064560,4503064560,4503064560,4503064560,4503064560,0.08,0.02,0.02,0.003,5021,3916,3717,1837,1000,899100,0.9,4492602.366,899.1,485065594,0.001113,899.8561,0.50022,0.49978,2887151.43,2.0033,5.00E-06,4492602366,449.2603,78771.0362,78.8499
Netgen_n1000_d0.90_c10000000_4,Netgen,243671519,243671519,243671519,243671519,243671519,243671519,243671519,0.01,0,0,0,240,219,210,79,1000,899100,0.9,4484350.039,899.1,0,5.40E-05,1012.2412,0.50086,0.49914,2886500.322,2.007,5.00E-06,4484350039,448.4352,79702.3361,79.7821
Netgen_n1000_d0.90_c10000000_5,Netgen,4491736502,4491736502,4491736502,4491736502,4491736502,4491736502,4491736502,0.08,0.02,0.02,0.003,4773,4062,3799,1733,1000,899100,0.9,4491272.639,899.1,253466166,0.001059,945.6437,0.50036,0.49964,2886266.476,2.0039,1.00E-06,4491272639,449.1276,78887.86,78.9668
Netgen_n1000_d1_c1000_1,Netgen,1265227,1265227,1265227,1265227,1265227,1265227,1265227,0.12,0.02,0.03,0.007,28591,15976,12335,19187,1000,997002,0.998,1269.2357,997.002,0,0.000999,1002.1652,0.999,0.001003,24319.3104,604.4469,0.000786,1269235.711,1.6511,4001.1354,4.0051
Netgen_n1000_d1_c1000_2,Netgen,651817,651817,651817,651817,651817,651817,651817,0.08,0.03,0.02,0.007,7632,6079,5539,3530,1000,997002,0.998,654.2427,997.002,10155,0.001014,987.3355,0.6545,0.3455,4908.935,236.9157,0.001525,654242.6957,4.2125,7653.7227,7.6614
Netgen_n1000_d1_c1000_3,Netgen,644013,644013,644013,644013,644013,644013,644013,0.08,0.02,0.02,0.007,7540,5461,5374,3894,1000,997002,0.998,650.5886,997.002,7073,0.001003,998.2368,0.65009,0.34991,4779.6854,231.9723,0.001534,650588.6166,4.3022,7824.055,7.8319
Netgen_n1000_d1_c1000_4,Netgen,1099225,1099225,1099225,1099225,1099225,1099225,1099225,0.12,0.02,0.03,0.005,20858,12880,10933,13492,1000,997002,0.998,1101.7635,997.002,0,0.001,1001.3071,0.999,0.001003,19031.3222,544.9905,0.000906,1101763.546,1.8312,4540.0692,4.5446
Netgen_n1000_d1_c1000_5,Netgen,571336,571336,571336,571336,571336,571336,571336,0.06,0.01,0.01,0.001,5361,4934,4555,2261,1000,997002,0.998,589.4034,997.002,0,0.000971,1030.5915,0.58936,0.41064,2863.1413,153.2194,0.001693,589403.4484,6.5135,8894.9354,8.9038
Netgen_n1000_d1_c10000_1,Netgen,5132955,5132955,5132955,5132955,5132955,5132955,5132955,0.07,0.02,0.02,0.007,4640,4333,4085,1709,1000,997002,0.998,5162.8434,997.002,77415,0.001011,989.8876,0.51632,0.48368,6033.3934,33.3261,0.000193,5162843.424,29.9465,9843.0375,9.8529
Netgen_n1000_d1_c10000_2,Netgen,5184305,5184305,5184305,5184305,5184305,5184305,5184305,0.06,0.01,0.01,0,4571,4356,4125,1593,1000,997002,0.998,5167.1684,997.002,0,0.001005,995.6978,0.51701,0.48299,6232.8947,34.6795,0.000193,5167168.422,28.7778,9848.8666,9.8587
Netgen_n1000_d1_c10000_3,Netgen,5389380,5389380,5389380,5389380,5389380,5389380,5389380,0.07,0.03,0.02,0.007,5364,4685,4429,2149,1000,997002,0.998,5482.2669,997.002,109812,0.001005,995.9253,0.54954,0.45046,15932.6181,91.0207,0.000182,5482266.898,10.9645,9645.5953,9.6553
Netgen_n1000_d1_c10000_4,Netgen,5360327,5360327,5360327,5360327,5360327,5360327,5360327,0.08,0.02,0.02,0.008,5129,4600,4390,2048,1000,997002,0.998,5457.6336,997.002,24724,0.000989,1012.4651,0.54679,0.45321,15192.044,87.0794,0.000183,5457633.583,11.4608,9742.8125,9.7526
Netgen_n1000_d1_c10000_5,Netgen,5834207,5834207,5834207,5834207,5834207,5834207,5834207,0.08,0.02,0.02,0.008,6085,5242,4424,3001,1000,997002,0.998,5862.6123,997.002,77067,0.00101,990.7762,0.58648,0.41352,27624.5391,148.5998,0.00017,5862612.332,6.716,8663.9339,8.6726
Netgen_n1000_d1_c100000_1,Netgen,49257130,49257130,49257130,49257130,49257130,49257130,49257130,0.08,0.01,0.01,0.004,4504,4115,3844,1425,1000,997002,0.998,49888.4527,997.002,2256448,0.001035,967.484,0.49984,0.50016,28858.5721,2.0005,2.00E-05,49888452.73,498.8845,9847.7605,9.8576
Netgen_n1000_d1_c100000_2,Netgen,50209781,50209781,50209781,50209781,50209781,50209781,50209781,0.07,0.03,0.01,0.004,4554,4242,3912,1530,1000,997002,0.998,50318.8284,997.002,1723554,0.001034,967.943,0.5034,0.4966,31500.5821,8.9237,2.00E-05,50318828.44,111.8368,10211.1575,10.2214
Netgen_n1000_d1_c100000_3,Netgen,49695137,49695137,49695137,49695137,49695137,49695137,49695137,0.08,0.01,0.01,0.008,4530,4160,3972,1553,1000,997002,0.998,50386.1705,997.002,1556630,0.001019,982.1278,0.50383,0.49617,32168.7081,9.9035,2.00E-05,50386170.45,100.7723,10639.9927,10.6506
Netgen_n1000_d1_c100000_4,Netgen,49626813,49626813,49626813,49626813,49626813,49626813,49626813,0.03,0.02,0.01,0,4254,4166,3834,1232,1000,997002,0.998,50433.4978,997.002,0,0.000986,1015.2388,0.50548,0.49452,34247.9934,12.5121,2.00E-05,50433497.85,79.7629,10263.5562,10.2738
Netgen_n1000_d1_c100000_5,Netgen,50936515,50936515,50936515,50936515,50936515,50936515,50936515,0.03,0.01,0.01,0,4243,4189,3913,1345,1000,997002,0.998,50662.4614,997.002,0,0.001007,993.6251,0.50784,0.49216,38894.5816,17.2107,2.00E-05,50662461.39,57.9872,9392.1208,9.4015
Netgen_n1000_d1_c1000000_1,Netgen,486566068,486566068,486566068,486566068,486566068,486566068,486566068,0.08,0.02,0.01,0.005,4692,4138,3920,1652,1000,997002,0.998,498621.2902,997.002,23724025,0.001025,976.1559,0.50015,0.49985,288830.2548,2.0015,6.00E-06,498621290.2,498.6213,10023.3598,10.0334
Netgen_n1000_d1_c1000000_2,Netgen,490583418,490583418,490583418,490583418,490583418,490583418,490583418,0.03,0.01,0.01,0,4260,4187,3945,1335,1000,997002,0.998,498805.4919,997.002,0,0.000985,1015.743,0.50021,0.49979,288557.8318,2.0008,8.00E-06,498805491.9,498.806,10217.3497,10.2276
Netgen_n1000_d1_c1000000_3,Netgen,485113822,485113822,485113822,485113822,485113822,485113822,485113822,0.08,0.02,0.01,0.007,4421,4264,4101,1624,1000,997002,0.998,498829.6915,997.002,5792829,0.000986,1015.1235,0.49971,0.50029,288505.3811,2.0007,4.00E-06,498829691.5,498.8297,10306.0295,10.3163
Netgen_n1000_d1_c1000000_4,Netgen,492551952,492551952,492551952,492551952,492551952,492551952,492551952,0.07,0.01,0.01,0.003,4332,4188,3925,1482,1000,997002,0.998,498579.3409,997.002,7415616,0.001005,996.2261,0.49972,0.50028,288462.0844,2.0017,2.00E-06,498579340.9,498.5808,10090.0222,10.1001
Netgen_n1000_d1_c1000000_5,Netgen,499152005,499152005,499152005,499152005,499152005,499152005,499152005,0.03,0.01,0.01,0,4250,4248,3937,1329,1000,997002,0.998,498665.8064,997.002,0,0.001003,998.0269,0.49971,0.50029,288304.1989,2.0013,6.00E-06,498665806.4,498.6658,10105.4535,10.1156
Netgen_n1000_d1_c10000000_1,Netgen,4868572222,4868572222,4868572222,4868572222,4868572222,4868572222,4868572222,0.08,0.01,0.01,0.005,4459,4185,3943,1644,1000,997002,0.998,4982489.686,997.002,95016187,0.000998,1002.8042,0.50068,0.49932,2887884.682,2.003,0,4982489686,498.2502,10314.6954,10.325
Netgen_n1000_d1_c10000000_2,Netgen,4810252944,4810252944,4810252944,4810252944,4810252944,4810252944,4810252944,0.08,0.04,0.01,0.007,4477,4237,3963,1854,1000,997002,0.998,4983896.949,997.002,130442158,0.000993,1007.7353,0.50002,0.49998,2888418.263,2.0024,1.00E-06,4983896949,498.3904,10288.696,10.299
Netgen_n1000_d1_c10000000_3,Netgen,4900411578,4900411578,4900411578,4900411578,4900411578,4900411578,4900411578,0.07,0.01,0.01,0.006,4443,4278,4008,1670,1000,997002,0.998,4979252.261,997.002,40059532,0.000994,1006.8418,0.50036,0.49964,2886638.264,2.0043,0,4979252261,497.9255,9913.6535,9.9236
Netgen_n1000_d1_c10000000_4,Netgen,5096958758,5096958758,5096958758,5096958758,5096958758,5096958758,5096958758,0.07,0.03,0.01,0.004,4428,4253,4030,1628,1000,997002,0.998,4982938.05,997.002,68005345,0.001039,963.7928,0.50014,0.49986,2887212.325,2.0028,2.00E-06,4982938050,498.2939,10369.8541,10.3802
Netgen_n1000_d1_c10000000_5,Netgen,4984450211,4984450211,4984450211,4984450211,4984450211,4984450211,4984450211,0.08,0.01,0.01,0.004,4357,4279,3995,1690,1000,997002,0.998,4979389.982,997.002,36135107,0.00101,990.8029,0.50021,0.49979,2888803.583,2.0043,1.00E-06,4979389982,497.939,10186.9627,10.1972
Netgen_n20000_d0.01_c1000_1,Netgen,752576,752576,752576,752576,752576,752576,752576,1.3,0.44,0.51,0.228,165443,18134,47484,232329,20000,3999800,0.01,39.846,199.99,0,4.70E-05,119.6615,0.995,0.005,49149.7631,174.9984,0.000251,796919.1535,1.1429,126243.1778,6.3125
Netgen_n20000_d0.01_c1000_2,Netgen,772387,772387,772387,772387,772387,772387,772387,1.41,0.53,0.52,0.114,191957,18467,64137,183611,20000,3999800,0.01,39.1941,199.99,0,4.90E-05,169.4926,0.995,0.005,48229.2157,174.5789,0.000255,783882.6123,1.1456,127488.4405,6.3747
Netgen_n20000_d0.01_c1000_3,Netgen,595929,595929,595929,595929,595929,595929,595929,1.3,0.4,0.47,0.131,144519,15557,47737,153512,20000,3999800,0.01,29.982,199.99,30695,5.20E-05,251.6909,0.995,0.005,35233.5858,166.7669,0.000334,599639.3887,1.1993,168860.7031,8.4435
Netgen_n20000_d0.01_c1000_4,Netgen,589074,589074,589074,589074,589074,589074,589074,1.28,0.41,0.43,0.16,137983,14405,40771,143130,20000,3999800,0.01,29.983,199.99,17113,5.10E-05,216.6541,0.995,0.005,35233.5782,166.761,0.000334,599660.7452,1.1993,165881.1613,8.2945
Netgen_n20000_d0.01_c1000_5,Netgen,585282,585282,585282,585282,585282,585282,585282,1.32,0.4,0.48,0.209,151782,15150,44086,204978,20000,3999800,0.01,29.981,199.99,37664,5.20E-05,229.1019,0.995,0.005,35233.5924,166.7722,0.000334,599620.3099,1.1992,166983.0213,8.3496
Netgen_n20000_d0.01_c10000_1,Netgen,1695799,1695799,1695799,1695799,1695799,1695799,1695799,0.42,0.14,0.14,0.088,36165,3222,6686,44900,20000,3999800,0.01,82.74,199.99,263494,5.90E-05,218.7632,0.82325,0.17675,46263.9518,79.7227,0.000121,1654800.991,2.5087,603349.6358,30.169
Netgen_n20000_d0.01_c10000_2,Netgen,1412754,1412754,1412754,1412754,1412754,1412754,1412754,0.35,0.1,0.12,0.056,34005,2574,4634,35777,20000,3999800,0.01,73.9459,199.99,0,4.80E-05,196.814,0.73601,0.26399,33903.1838,65.4421,0.000135,1478918.544,3.0561,676765.7759,33.84
Netgen_n20000_d0.01_c10000_3,Netgen,977004,977004,977004,977004,977004,977004,977004,0.3,0.09,0.08,0.009,23100,1502,2672,23045,20000,3999800,0.01,74.7703,199.99,0,3.30E-05,151.5336,0.74379,0.25621,35033.4776,66.8714,0.000134,1495406.78,2.9908,670153.8414,33.5094
Netgen_n20000_d0.01_c10000_4,Netgen,1146457,1146457,1146457,1146457,1146457,1146457,1146457,0.34,0.09,0.1,0.044,30985,2004,3695,32974,20000,3999800,0.01,85.233,199.99,0,3.40E-05,123.4148,0.84806,0.15194,49777.1249,83.245,0.000117,1704660.283,2.4025,583629.7368,29.1829
Netgen_n20000_d0.01_c10000_5,Netgen,1128338,1128338,1128338,1128338,1128338,1128338,1128338,0.4,0.11,0.1,0.072,28892,2077,3869,33620,20000,3999800,0.01,57.8077,199.99,81208,5.20E-05,214.1242,0.57531,0.42469,11367.712,27.8362,0.000173,1156154.565,7.1849,860531.5834,43.0287
