Instances,Source,algo_Hi_PR,algo_PAR,algo_P2R,algo_Pseudo_Hi_FIFO,feature_Order,feature_Size,feature_AvNdDgr,feature_AVScPotNetExcess,feature_CVAvNdDg,feature_ScCapDens
Genrmf_Moderate_a190_b140_c100(rate),RMF,117.694,30.736,41.131,26.101,5054000,25127500,4.9718,6.00E-06,0.062774,2.00E-06
Genrmf_Moderate_a190_b150_c1000000(rate),RMF,17.128,14.961,19.251,13.914,5415000,26924900,4.9723,0.00012,0.062469,1.00E-06
Genrmf_Moderate_a190_b190_c1000000(rate),RMF,22.354,19.134,23.803,26.104,6859000,34114500,4.9737,0.00012,0.061558,1.00E-06
Genrmf_Moderate_a190_b50_c1000000(rate),RMF,9.407,8.798,12.75,4.965,1805000,8950900,4.9589,0.000122,0.070356,4.00E-06
Genrmf_Moderate_a190_b70_c1000000(rate),RMF,12.623,10.942,14.601,6.901,2527000,12545700,4.9647,0.000121,0.067132,3.00E-06
Genrmf_Moderate_a200_b200_c100000000(rate),RMF,5.666,3.426,5.097,10.005,8000000,39800000,4.975,0.014978,0.059999,1.00E-06
Genrmf_Moderate_a200_b200_c10000(rate),RMF,145.643,39.616,48.785,48.374,8000000,39800000,4.975,5.00E-06,0.059999,1.00E-06
Genrmf_Moderate_a200_b60_c10000(rate),RMF,44.515,17.529,19.329,10.431,2400000,11912000,4.9633,5.00E-06,0.067253,3.00E-06
Genrmf_Moderate_a50_b100_c100000000(rate),RMF,0.167,0.09,0.113,0.306,250000,1227500,4.91,0.023271,0.11643,3.20E-05
Genrmf_Moderate_a50_b100_c10000(rate),RMF,1.439,0.434,0.642,0.86,250000,1227500,4.91,8.40E-05,0.11643,3.10E-05
Genrmf_Moderate_a50_b140_c100000000(rate),RMF,0.252,0.129,0.164,0.522,350000,1719500,4.9129,0.023304,0.11537,2.30E-05
Genrmf_Moderate_a50_b140_c10000(rate),RMF,1.712,0.57,0.811,1.194,350000,1719500,4.9129,8.40E-05,0.11537,2.20E-05
Genrmf_Moderate_a50_b190_c100000000(rate),RMF,0.304,0.157,0.199,0.805,475000,2334500,4.9147,0.023233,0.11467,1.70E-05
Genrmf_Moderate_a50_b50_c100000000(rate),RMF,0.051,0.03,0.043,0.087,125000,612500,4.9,0.02343,0.11998,6.40E-05
Genrmf_Moderate_a50_b70_c100000000(rate),RMF,0.105,0.059,0.077,0.164,175000,858500,4.9057,0.023403,0.11798,4.50E-05
Genrmf_Moderate_a50_b70_c10000(rate),RMF,0.802,0.376,0.469,0.558,175000,858500,4.9057,8.50E-05,0.11798,4.50E-05
Genrmf_Moderate_a70_b50_c1000000(rate),RMF,0.821,0.739,0.902,0.52,245000,1206100,4.9229,0.000351,0.10367,3.20E-05
Genrmf_Moderate_a70_b70_c1000000(rate),RMF,0.94,0.839,1.042,0.818,343000,1690500,4.9286,0.000348,0.10141,2.30E-05
Genrmf_Moderate_a80_b100_c100000000(rate),RMF,0.303,0.146,0.233,0.247,640000,3161600,4.94,0.33718,0.093775,8.00E-06
Genrmf_Moderate_a80_b130_c100000000(rate),RMF,0.386,0.183,0.287,0.283,832000,4112000,4.9423,0.33684,0.092754,6.00E-06
Genrmf_Moderate_a80_b170_c100000000(rate),RMF,0.653,0.289,0.419,0.512,1088000,5379200,4.9441,0.33612,0.09194,5.00E-06
Genrmf_Moderate_a80_b50_c100000000(rate),RMF,0.181,0.084,0.123,0.117,320000,1577600,4.93,0.3405,0.097995,1.50E-05
Genrmf_Moderate_a80_b70_c100000000(rate),RMF,0.313,0.144,0.211,0.251,448000,2211200,4.9357,0.33868,0.095623,1.10E-05
Genrmf_Moderate_a90_b50_c100(rate),RMF,3.645,1.803,1.816,1.501,405000,1998900,4.9356,2.60E-05,0.093339,2.00E-05
Genrmf_Wide_32768_1(e_1k),RMF,0.166,0.143,0.133,0.088,32768,157696,4.8125,5.60E-05,0.13621,0.00024
Genrmf_Wide_33554432_1(e_1k),RMF,3486.446,1266.451,1610.141,5108.958,33554432,166592512,4.9648,0,0.054861,0
Genrmf_Wide_33554432_2(e_1k),RMF,3584.626,1179.351,1791.13,671.136,33554432,166592512,4.9648,0,0.054861,0
Genrmf_Wide_33554432_4(e_1k),RMF,3388.221,1161.429,2129.373,445.03,33554432,166592512,4.9648,0,0.054861,0
Genrmf_Wide_33554432_1(_10k),RMF,2132.443,2775.59,3262.439,749.744,33554432,166592512,4.9648,1.00E-06,0.054861,0
Genrmf_Wide_33554432_2(_10k),RMF,2401.731,2740.029,3243.97,6498.805,33554432,166592512,4.9648,1.00E-06,0.060352,0
Genrmf_Moderate_a10_b100__c100_c10000(ol_1),RMF,0.007,0.005,0.006,0.002,10000,45900,4.59,0.00214,0.24838,0.000721
Genrmf_Moderate_a10_b100__c1_c1000000000(ol_1),RMF,0.003,0.002,0.002,0.002,10000,45900,4.59,0.16053,0.24838,0.000802
Genrmf_Moderate_a10_b10__c1_c1000000000(ol_1),RMF,0,0,0,0,1000,4500,4.5,0.16977,0.2668,0.007925
Genrmf_Moderate_a10_b135_c10000_c1000000(ol_1),RMF,0.014,0.01,0.01,0.005,13500,62000,4.5926,0.002117,0.24776,0.000534
Genrmf_Moderate_a10_b140__c1_c1000000000(ol_1),RMF,0.004,0.003,0.003,0.005,14000,64300,4.5929,0.15895,0.24769,0.000573
Genrmf_Moderate_a10_b15__c100_c10000(ol_1),RMF,0.001,0.001,0.001,0,1500,6800,4.5333,0.002201,0.26068,0.004809
Genrmf_Moderate_a10_b180_c10000_c1000000(ol_1),RMF,0.018,0.011,0.013,0.007,18000,82700,4.5944,0.00211,0.24731,0.000401
Genrmf_Moderate_a10_b20__c100_c10000(ol_1),RMF,0.001,0.001,0.002,0.001,2000,9100,4.55,0.002177,0.25731,0.003606
Genrmf_Moderate_a10_b20__c1_c1000000000(ol_1),RMF,0,0,0,0,2000,9100,4.55,0.16493,0.25731,0.003985
Genrmf_Moderate_a10_b240_c1_c10000000(ol_1),RMF,0.017,0.012,0.013,0.008,24000,110300,4.5958,0.002123,0.24697,0.0003
Genrmf_Moderate_a10_b25__c100_c10000(ol_1),RMF,0.002,0.001,0.002,0.001,2500,11400,4.56,0.002182,0.25519,0.002885
Genrmf_Moderate_a10_b30__c100_c10000(ol_1),RMF,0.002,0.002,0.002,0.001,3000,13700,4.5667,0.002194,0.25374,0.002404
Genrmf_Moderate_a10_b30__c1_c1000000000(ol_1),RMF,0.001,0,0,0,3000,13700,4.5667,0.16389,0.25374,0.002663
Genrmf_Moderate_a10_b40__c1_c1000000000(ol_1),RMF,0.001,0.001,0.001,0.001,4000,18300,4.575,0.1619,0.25187,0.001999
Genrmf_Moderate_a10_b50__c1_c1000000000(ol_1),RMF,0.001,0.001,0.001,0.001,5000,22900,4.58,0.16094,0.25073,0.001601
Genrmf_Moderate_a10_b55__c100_c10000(ol_1),RMF,0.003,0.003,0.004,0.002,5500,25200,4.5818,0.002113,0.25031,0.001311
Genrmf_Moderate_a10_b5__c1_c10000000(ol_1),RMF,0,0,0.001,0,500,2200,4.4,0.002566,0.28048,0.014444
Genrmf_Moderate_a10_b70__c1_c1000000000(ol_1),RMF,0.002,0.001,0.001,0.001,7000,32100,4.5857,0.161,0.24939,0.001146
Genrmf_Moderate_a10_b70_c1_c100000000(ol_1),RMF,0.003,0.002,0.002,0.002,7000,32100,4.5857,0.015307,0.24939,0.001039
Genrmf_Moderate_a11_b11_c1_c1000000(ol_1),RMF,0.001,0.001,0.002,0,1331,6050,4.5455,0.001879,0.25465,0.005474
Genrmf_Moderate_a11_b7_c1_c1000000(ol_1),RMF,0.001,0.001,0.001,0,847,3806,4.4935,0.001861,0.26292,0.008605
Genrmf_Moderate_a13_b3_c1_c1000000(ol_1),RMF,0,0.001,0.001,0,507,2210,4.359,0.00161,0.25814,0.014602
Genrmf_Moderate_a13_b7_c1_c1000000(ol_1),RMF,0.002,0.002,0.001,0.001,1183,5382,4.5495,0.001457,0.24541,0.006252
Genrmf_Moderate_a15_b5_c1_c500000000(ol_1),RMF,0,0,0,0,1125,5100,4.5333,0.14068,0.23814,0.007071
Genrmf_Moderate_a4_b121_c1_c1000000(ol_1),RMF,0.001,0,0.001,0,1936,7728,3.9917,0.014062,0.35581,0.003132
Genrmf_Moderate_a5_b100__c100_c10000(ol_1),RMF,0.001,0.001,0.001,0,2500,10475,4.19,0.008536,0.33245,0.002576
Genrmf_Moderate_a5_b125_c10000_c1000000(ol_1),RMF,0.001,0.001,0.001,0,3125,13100,4.192,0.00874,0.33195,0.002061
Genrmf_Moderate_a5_b195_c10000_c1000000(ol_1),RMF,0.002,0.002,0.002,0.001,4875,20450,4.1949,0.008416,0.33122,0.001321
Genrmf_Moderate_a5_b20_c10000_c1000000(ol_1),RMF,0,0,0,0,500,2075,4.15,0.008634,0.34197,0.012896
Genrmf_Moderate_a5_b25__c1_c10000000(ol_1),RMF,0,0,0,0,625,2600,4.16,0.009101,0.33968,0.010316
Genrmf_Moderate_a5_b30_c10000_c1000000(ol_1),RMF,0,0,0,0,750,3125,4.1667,0.008835,0.33812,0.008593
Genrmf_Moderate_a5_b35__c1_c10000000(ol_1),RMF,0,0,0,0,875,3650,4.1714,0.008984,0.337,0.007366
Genrmf_Moderate_a5_b40__c100_c10000(ol_1),RMF,0,0,0,0,1000,4175,4.175,0.008672,0.33614,0.006444
Genrmf_Moderate_a5_b45__c100_c10000(ol_1),RMF,0.001,0,0,0,1125,4700,4.1778,0.00867,0.33547,0.005727
Genrmf_Moderate_a5_b55__c100_c10000(ol_1),RMF,0,0,0,0,1375,5750,4.1818,0.008851,0.33448,0.004686
Genrmf_Moderate_a5_b65__c100_c10000(ol_1),RMF,0,0,0.001,0,1625,6800,4.1846,0.008821,0.33379,0.003964
Genrmf_Moderate_a7_b11_c1_c1000000(ol_1),RMF,0,0,0,0,539,2338,4.3377,0.004429,0.30799,0.012781
Genrmf_Moderate_a8_b1331_c1_c1000000(ol_1),RMF,0.047,0.032,0.039,0.025,85184,383264,4.4992,0.003331,0.27235,8.20E-05
Genrmf_Moderate_a8_b2197_c1_c1000000(ol_1),RMF,0.082,0.085,0.094,0.069,140608,632672,4.4995,0.003327,0.27228,5.00E-05
Genrmf_Moderate_a8_b8_c1_c1000000(ol_1),RMF,0,0,0,0,512,2240,4.375,0.003581,0.29721,0.013725
Genrmf_Moderate_a9_b9_c1_c1000000(ol_1),RMF,0,0.001,0.001,0,729,3240,4.4444,0.002863,0.28082,0.009782
Genrmf_Moderate_a15_b100_c1_c500000000(ol_2),RMF,0.006,0.005,0.005,0.013,22500,106275,4.7233,0.11917,0.20571,0.000358
Genrmf_Moderate_a15_b135_c1_c500000000(ol_2),RMF,0.009,0.006,0.008,0.012,30375,143550,4.7259,0.11869,0.20505,0.000265
Genrmf_Moderate_a15_b180_c10000_c1000000(ol_2),RMF,0.05,0.028,0.035,0.028,40500,191475,4.7278,0.00093,0.20458,0.000184
Genrmf_Moderate_a15_b180_c1_c500000000(ol_2),RMF,0.023,0.014,0.015,0.04,40500,191475,4.7278,0.11785,0.20458,0.000199
Genrmf_Moderate_a16_b2401_c1_c1000000(ol_2),RMF,0.501,0.359,0.369,0.622,614656,2919360,4.7496,0.000825,0.19704,1.20E-05
Genrmf_Moderate_a20_b100__c1_c1000000000(ol_2),RMF,0.013,0.008,0.012,0.014,40000,191600,4.79,0.30446,0.17954,0.000133
Genrmf_Moderate_a20_b10__c1_c1000000000(ol_2),RMF,0.001,0,0.001,0,4000,18800,4.7,0.33171,0.19962,0.001306
Genrmf_Moderate_a20_b140__c1_c1000000000(ol_2),RMF,0.018,0.01,0.015,0.02,56000,268400,4.7929,0.30397,0.17876,9.50E-05
Genrmf_Moderate_a20_b20__c1_c1000000000(ol_2),RMF,0.002,0.001,0.001,0.001,8000,38000,4.75,0.31615,0.18949,0.000659
Genrmf_Moderate_a20_b30__c1_c1000000000(ol_2),RMF,0.003,0.002,0.002,0.001,12000,57200,4.7667,0.31186,0.18555,0.000441
Genrmf_Moderate_a20_b40__c1_c1000000000(ol_2),RMF,0.005,0.002,0.004,0.003,16000,76400,4.775,0.30644,0.18348,0.000331
Genrmf_Moderate_a20_b60__c1_c1000000000(ol_2),RMF,0.007,0.004,0.006,0.005,24000,114800,4.7833,0.30445,0.18132,0.000221
Genrmf_Moderate_a25_b135_c10000_c1000000(ol_2),RMF,0.237,0.072,0.097,0.153,84375,407750,4.8326,0.000333,0.16074,9.10E-05
Genrmf_Moderate_a27_b1331_c1_c1000000(ol_2),RMF,1.678,0.789,0.865,1.758,970299,4707018,4.8511,0.000288,0.1529,8.00E-06
Genrmf_Moderate_a35_b20__c100_c10000(ol_3),RMF,0.066,0.06,0.053,0.027,24500,118475,4.8357,0.000177,0.14927,0.000317
Genrmf_Moderate_a40_b10__c100_c10000(ol_3),RMF,0.047,0.047,0.051,0.015,16000,76800,4.8,0.00014,0.1531,0.000488
Genrmf_Moderate_a40_b30_c1_c100000000(ol_3),RMF,0.025,0.013,0.02,0.031,48000,233600,4.8667,0.019441,0.13664,0.000164
Genrmf_Moderate_a45_b5_c1_c100000000(ol_3),RMF,0.003,0.002,0.003,0.002,10125,47700,4.7111,0.037337,0.16163,0.000785
Genrmf_Moderate_a50_b100__c1_c1000000000(ol_4),RMF,0.03,0.051,0.075,0.099,250000,1227500,4.91,0.46146,0.11643,1.40E-05
Genrmf_Moderate_a50_b10__c1_c1000000000(ol_4),RMF,0.008,0.004,0.007,0.007,25000,120500,4.82,0.5099,0.14181,0.000139
Genrmf_Moderate_a50_b135_c1_c500000000(ol_4),RMF,0.078,0.075,0.138,0.137,337500,1658000,4.9126,0.46231,0.11547,1.10E-05
Genrmf_Moderate_a50_b15_c1_c500000000(ol_4),RMF,0.005,0.007,0.011,0.005,37500,182000,4.8533,0.49184,0.13397,9.40E-05
Genrmf_Moderate_a50_b180_c1_c500000000(ol_4),RMF,0.081,0.096,0.17,0.231,450000,2211500,4.9144,0.46159,0.11478,8.00E-06
Genrmf_Moderate_a50_b20__c1_c1000000000(ol_4),RMF,0.009,0.011,0.016,0.017,50000,243500,4.87,0.48504,0.12941,7.10E-05
Genrmf_Moderate_a50_b30__c1_c1000000000(ol_4),RMF,0.016,0.016,0.025,0.024,75000,366500,4.8867,0.47697,0.12438,4.70E-05
Genrmf_Moderate_a50_b40__c1_c1000000000(ol_4),RMF,0.012,0.02,0.03,0.021,100000,489500,4.895,0.46944,0.12167,3.60E-05
Genrmf_Moderate_a50_b55_c1_c500000000(ol_4),RMF,0.03,0.033,0.061,0.051,137500,674000,4.9018,0.46653,0.11935,2.60E-05
Genrmf_Moderate_a50_b5_c1_c500000000(ol_4),RMF,0.004,0.002,0.003,0.001,12500,59000,4.72,0.56027,0.15673,0.00027
Genrmf_Moderate_a50_b75_c1_c500000000(ol_4),RMF,0.025,0.043,0.054,0.056,187500,920000,4.9067,0.4646,0.11764,1.90E-05
Genrmf_Moderate_a55_b100_c1_c500000000(ol_4),RMF,0.18,0.083,0.112,0.162,302500,1487475,4.9173,0.14329,0.11137,2.80E-05
Genrmf_Moderate_a55_b130_c1_c500000000(ol_4),RMF,0.159,0.08,0.133,0.231,393250,1934625,4.9196,0.14303,0.11049,2.20E-05
Genrmf_Moderate_a55_b15_c1_c500000000(ol_4),RMF,0.016,0.01,0.014,0.012,45375,220550,4.8606,0.15009,0.12945,0.000188
Genrmf_Moderate_a55_b170_c1_c500000000(ol_4),RMF,0.309,0.15,0.212,0.422,514250,2530825,4.9214,0.14277,0.10979,1.70E-05
Genrmf_Moderate_a55_b20_c1_c500000000(ol_4),RMF,0.023,0.016,0.017,0.016,60500,295075,4.8773,0.14796,0.12477,0.000141
Genrmf_Moderate_a55_b30_c1_c500000000(ol_4),RMF,0.054,0.018,0.027,0.03,90750,444125,4.8939,0.14628,0.11959,9.40E-05
Genrmf_Moderate_a55_b40_c1_c500000000(ol_4),RMF,0.04,0.023,0.039,0.064,121000,593175,4.9023,0.14537,0.1168,7.10E-05
Genrmf_Moderate_a55_b55_c1_c500000000(ol_4),RMF,0.064,0.034,0.058,0.068,166375,816750,4.9091,0.14468,0.1144,5.20E-05
Genrmf_Moderate_a55_b75_c1_c500000000(ol_4),RMF,0.09,0.054,0.081,0.101,226875,1114850,4.9139,0.14348,0.11262,3.80E-05
Genrmf_Moderate_a60_b100__c1_c1000000000(ol_4),RMF,0.154,0.085,0.132,0.14,360000,1772400,4.9233,0.22357,0.10697,2.10E-05
Genrmf_Moderate_a60_b130__c1_c1000000000(ol_4),RMF,0.218,0.1,0.153,0.224,468000,2305200,4.9256,0.22304,0.10606,1.60E-05
Genrmf_Moderate_a60_b170_c1_c500000000(ol_4),RMF,0.396,0.168,0.241,0.344,612000,3015600,4.9275,0.22281,0.10534,1.20E-05
Genrmf_Moderate_a60_b20__c1_c1000000000(ol_4),RMF,0.023,0.014,0.022,0.015,72000,351600,4.8833,0.23172,0.12076,0.000103
Genrmf_Moderate_a60_b280_c1_c10000000(ol_4),RMF,1.227,0.787,0.844,3.875,1008000,4969200,4.9298,0.001277,0.1044,8.00E-06
Genrmf_Moderate_a60_b30__c1_c1000000000(ol_4),RMF,0.058,0.028,0.04,0.036,108000,529200,4.9,0.22778,0.11545,6.80E-05
Genrmf_Moderate_a60_b35__c100_c10000(ol_4),RMF,0.675,0.42,0.469,0.305,126000,618000,4.9048,5.90E-05,0.11382,6.20E-05
Genrmf_Moderate_a60_b40__c1_c1000000000(ol_4),RMF,0.078,0.036,0.052,0.055,144000,706800,4.9083,0.22591,0.11257,5.10E-05
Genrmf_Moderate_a60_b55_c1_c500000000(ol_4),RMF,0.103,0.051,0.079,0.077,198000,973200,4.9152,0.22564,0.11009,3.70E-05
Genrmf_Moderate_a60_b75_c1_c500000000(ol_4),RMF,0.142,0.073,0.106,0.126,270000,1328400,4.92,0.22424,0.10827,2.70E-05
Genrmf_Moderate_a70_b115_c1_c1000000(ol_5),RMF,1.464,1.206,1.032,2.047,563500,2780400,4.9342,0.000348,0.099107,1.40E-05
Genrmf_Moderate_a70_b155_c1_c1000000(ol_5),RMF,2.218,1.518,1.41,2.329,759500,3749200,4.9364,0.000347,0.098156,1.00E-05
Genrmf_Moderate_a70_b15_c1_c100000000(ol_5),RMF,0.035,0.019,0.024,0.032,73500,358400,4.8762,0.05687,0.11916,0.000111
Genrmf_Moderate_a70_b175_c1_c1000000(ol_5),RMF,2.449,1.687,1.311,3.604,857500,4233600,4.9371,0.000347,0.09784,9.00E-06
Genrmf_Moderate_a70_b195_c1_c100000000(ol_5),RMF,0.617,0.378,0.49,1.247,955500,4718000,4.9377,0.054349,0.097588,9.00E-06
Genrmf_Moderate_a70_b20_c1_c100000000(ol_5),RMF,0.039,0.032,0.042,0.033,98000,479500,4.8929,0.05619,0.11417,8.30E-05
Genrmf_Moderate_a70_b25__c100_c10000(ol_5),RMF,0.67,0.459,0.569,0.286,122500,600600,4.9029,4.40E-05,0.1109,6.40E-05
Genrmf_Moderate_a70_b290_c1_c10000000(ol_5),RMF,2.019,1.388,1.374,7.94,1421000,7018900,4.9394,0.001193,0.096859,6.00E-06
Genrmf_Moderate_a70_b40_c10000_c1000000(ol_5),RMF,0.686,0.632,0.559,0.262,196000,963900,4.9179,0.000348,0.10557,4.00E-05
Genrmf_Moderate_a70_b5_c1_c100000000(ol_5),RMF,0.008,0.004,0.007,0.005,24500,116200,4.7429,0.062423,0.14332,0.000331
Genrmf_Moderate_a75_b100_c1_c1000000(ol_5),RMF,3.85,1.337,1.301,2.795,562500,2776875,4.9367,0.000158,0.096564,1.40E-05
Genrmf_Moderate_a75_b140_c1_c1000000(ol_5),RMF,6.057,1.629,1.648,4.674,787500,3889875,4.9395,0.000158,0.095329,1.00E-05
Genrmf_Moderate_a75_b20_c1_c1000000(ol_5),RMF,0.679,0.458,0.479,0.275,112500,550875,4.8967,0.000163,0.11142,7.00E-05
Genrmf_Moderate_a75_b25__c100_c10000(ol_5),RMF,1.321,0.546,0.755,0.309,140625,690000,4.9067,3.80E-05,0.10808,5.60E-05
Genrmf_Moderate_a75_b25_c10000_c1000000(ol_5),RMF,1.071,0.637,0.673,0.468,140625,690000,4.9067,0.00016,0.10808,5.60E-05
Genrmf_Moderate_a75_b30_c10000_c1000000(ol_5),RMF,1.177,0.666,0.674,0.57,168750,829125,4.9133,0.000159,0.10573,4.70E-05
Genrmf_Moderate_a75_b35_c1_c1000000(ol_5),RMF,1.439,0.678,0.715,0.606,196875,968250,4.9181,0.000161,0.10398,4.00E-05
Genrmf_Moderate_a75_b40_c1_c1000000(ol_5),RMF,1.93,1.006,0.938,0.601,225000,1107375,4.9217,0.00016,0.10263,3.50E-05
Genrmf_Moderate_a80_b10__c1_c1000000000(ol_5),RMF,0.031,0.016,0.026,0.013,64000,310400,4.85,0.36761,0.12285,7.60E-05
Genrmf_Moderate_a80_b15_c10000_c1000000(ol_5),RMF,0.76,0.609,0.548,0.238,96000,468800,4.8833,0.000103,0.11412,8.20E-05
Genrmf_Moderate_a80_b15_c1_c100000000(ol_5),RMF,0.061,0.025,0.037,0.031,96000,468800,4.8833,0.3559,0.11412,5.10E-05
Genrmf_Moderate_a80_b20__c1_c1000000000(ol_5),RMF,0.044,0.027,0.044,0.032,128000,627200,4.9,0.35043,0.10895,3.80E-05
Genrmf_Moderate_a80_b30__c1_c1000000000(ol_5),RMF,0.035,0.04,0.06,0.038,192000,944000,4.9167,0.34472,0.10315,2.60E-05
Genrmf_Moderate_a80_b45_c1_c1000000(ol_5),RMF,2.307,1.169,1.215,0.89,288000,1419200,4.9278,0.000101,0.09889,2.70E-05
Genrmf_Moderate_a80_b50_c1_c1000000(ol_5),RMF,2.859,1.493,1.638,1.104,320000,1577600,4.93,0.000101,0.097995,2.50E-05
Genrmf_Moderate_a80_b5_c1_c100000000(ol_5),RMF,0.01,0.006,0.01,0.004,32000,152000,4.75,0.3979,0.13885,0.000148
Genrmf_Moderate_a100_b100__c1_c1000000000(ol_6),RMF,0.154,0.226,0.347,0.422,1000000,4950000,4.95,0.14589,0.084848,9.00E-06
Genrmf_Moderate_a100_b105_c1_c1000000(ol_6),RMF,3.982,2.614,2.918,3.397,1050000,5198000,4.9505,0.000149,0.08462,8.00E-06
Genrmf_Moderate_a100_b130__c1_c1000000000(ol_6),RMF,0.185,0.283,0.429,0.57,1300000,6438000,4.9523,0.14584,0.083732,7.00E-06
Genrmf_Moderate_a100_b140_c1_c1000000(ol_6),RMF,5.308,3.646,3.862,5.956,1400000,6934000,4.9529,0.000149,0.083463,6.00E-06
Genrmf_Moderate_a100_b170_c1_c500000000(ol_6),RMF,0.284,0.379,0.64,1.049,1700000,8422000,4.9541,0.14565,0.08284,5.00E-06
Genrmf_Moderate_a100_b190_c1_c500000000(ol_6),RMF,0.625,0.548,1.044,1.173,1900000,9414000,4.9547,0.14558,0.082531,5.00E-06
Genrmf_Moderate_a100_b30_c1_c1000000(ol_6),RMF,1.552,1.888,2.157,0.658,300000,1478000,4.9267,0.000151,0.094993,2.60E-05
Genrmf_Moderate_a100_b40_c1_c1000000(ol_6),RMF,2.643,2.078,1.908,0.97,400000,1974000,4.935,0.000151,0.09159,2.00E-05
Genrmf_Moderate_a100_b70__c1_c1000000000(ol_6),RMF,0.112,0.196,0.352,0.329,700000,3462000,4.9457,0.14655,0.086863,1.20E-05
Genrmf_Moderate_a100_b75_c1_c1000000(ol_6),RMF,3.816,2.659,3.044,3.386,750000,3710000,4.9467,0.00015,0.086422,1.10E-05
Genrmf_Moderate_a110_b100__c1_c1000000000(ol_6),RMF,1.083,0.5,0.763,0.88,1210000,5993900,4.9536,0.17491,0.081355,7.00E-06
Genrmf_Moderate_a110_b130__c1_c1000000000(ol_6),RMF,1.364,0.546,0.949,1.008,1573000,7795700,4.9559,0.17474,0.080194,6.00E-06
Genrmf_Moderate_a121_b121_c1_c1000000(ol_6),RMF,9.056,5.426,6.299,10.323,1771561,8784600,4.9587,0.00012,0.077136,4.00E-06
Genrmf_Moderate_a170_b10_c1_c10000000(ol_6),RMF,0.714,0.882,1.23,0.261,289000,1409300,4.8765,0.001814,0.10315,2.80E-05
Genrmf_Moderate_a180_b20__c1_c10000000(ol_6),RMF,1.694,1.738,2.291,0.667,648000,3193200,4.9278,0.001154,0.085593,1.20E-05
Genrmf_Moderate_a190_b100__c1_c1000000000(ol_6),RMF,1.865,1.08,1.783,1.318,3610000,17937900,4.9689,0.22748,0.064565,2.00E-06
Genrmf_Moderate_a190_b130__c1_c1000000000(ol_6),RMF,2.299,1.433,2.315,1.894,4693000,23330100,4.9713,0.22699,0.063123,2.00E-06
Genrmf_Moderate_a190_b30__c1_c1000000000(ol_6),RMF,0.523,0.322,0.57,0.341,1083000,5356100,4.9456,0.2326,0.07714,7.00E-06
Genrmf_Moderate_a190_b50__c1_c1000000000(ol_6),RMF,0.376,0.541,0.89,0.608,1805000,8950900,4.9589,0.2295,0.070356,4.00E-06
Genrmf_Moderate_a190_b60__c1_c1000000000(ol_6),RMF,1.527,0.818,1.241,0.893,2166000,10748300,4.9623,0.22892,0.068501,3.00E-06
Genrmf_Moderate_a190_b70__c1_c1000000000(ol_6),RMF,0.627,0.768,1.252,0.874,2527000,12545700,4.9647,0.22824,0.067132,3.00E-06
Genrmf_Moderate_a200_b100__c1_c1000000000(ol_6),RMF,1.018,1.364,2.05,1.886,4000000,19880000,4.97,0.1921,0.063244,2.00E-06
Genrmf_Moderate_a200_b60__c1_c1000000000(ol_6),RMF,0.369,0.647,1.044,0.724,2400000,11912000,4.9633,0.19334,0.067253,4.00E-06
Genrmf_Moderate_a200_b80__c1_c1000000000(ol_6),RMF,0.44,0.867,1.417,1.038,3200000,15896000,4.9675,0.19245,0.064787,3.00E-06
Genrmf_Moderate_a85_b115_c1_c500000000(ol_6),RMF,0.54,0.242,0.382,0.544,830875,4108050,4.9442,0.21265,0.090653,9.00E-06
Genrmf_Moderate_a95_b145_c1_c100000000(ol_6),RMF,0.749,0.318,0.528,1.274,1308625,6479000,4.951,0.036845,0.08533,6.00E-06
Genrmf_Moderate_a95_b20_c10000_c1000000(ol_6),RMF,0.672,0.69,0.929,0.275,180500,885875,4.9079,0.000496,0.10287,4.40E-05
Netgen_n10000_d0.01_c10000000_1(tgen),Netgen,0.029,0.039,0.072,0.003,10000,999900,99.99,25.4551,0.58435,0.009893
Netgen_n10000_d0.01_c100000_1(tgen),Netgen,0.147,0.044,0.092,0.02,10000,999900,99.99,22.8588,0.57413,0.002181
Netgen_n10000_d0.01_c10000_1(tgen),Netgen,0.067,0.041,0.075,0.004,10000,999900,99.99,19.8112,0.57134,0.000966
Netgen_n10000_d0.01_c10000_5(tgen),Netgen,0.116,0.055,0.09,0.021,10000,999900,99.99,10.6223,0.58076,0.000345
Netgen_n10000_d0.01_c1000_1(tgen),Netgen,0.848,0.421,0.573,0.248,10000,999900,99.99,1.2673,0.5728,0.000211
Netgen_n10000_d0.01_c1000_2(tgen),Netgen,0.538,0.24,0.333,0.103,10000,999900,99.99,2.2922,0.5799,0.00022
Netgen_n10000_d0.01_c1000_3(tgen),Netgen,0.403,0.215,0.283,0.128,10000,999900,99.99,2.8753,0.57813,0.000226
Netgen_n10000_d0.10_c10000000_1(tgen),Netgen,0.266,0.192,0.214,0.005,10000,9999000,999.9,252.5284,0.58123,0.099808
Netgen_n10000_d0.10_c100000_1(tgen),Netgen,0.739,0.206,0.22,0.077,10000,9999000,999.9,246.223,0.57654,0.013414
Netgen_n10000_d0.10_c100000_2(tgen),Netgen,0.792,0.21,0.371,0.059,10000,9999000,999.9,249.2429,0.58047,0.031908
Netgen_n10000_d0.10_c100000_3(tgen),Netgen,0.726,0.205,0.23,0.124,10000,9999000,999.9,246.0291,0.57962,0.010907
